,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
5%,0.0,0.006999999999999999,0.006999999999999999,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.0,0.006999999999999999,0.006999999999999999,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999
10%,0.0,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.0,0.013999999999999999,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.0,0.006999999999999999,0.0,0.0,0.0
15%,0.0,0.006999999999999999,0.013999999999999999,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20%,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25%,0.0,0.006999999999999999,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.006999999999999999,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.006999999999999999,0.006999999999999999
30%,0.0,0.006999999999999999,0.013999999999999999,0.0,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999
35%,0.0,0.006999999999999999,0.013999999999999999,0.006999999999999999,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999
40%,0.0,0.006999999999999999,0.013999999999999999,0.0,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999
45%,0.0,0.006999999999999999,0.013999999999999999,0.0,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999
50%,0.0,0.006999999999999999,0.013999999999999999,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999
55%,0.0,0.006999999999999999,0.013999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999
60%,0.0,0.006999999999999999,0.013999999999999999,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999
65%,0.0,0.006999999999999999,0.013999999999999999,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999
70%,0.0,0.006999999999999999,0.013999999999999999,0.0,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999
75%,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999
80%,0.0,0.006999999999999999,0.013999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.006999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999
85%,0.0,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999
90%,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999
95%,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999
100%,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999
